朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
金,丸,内,20415.0,薏苡仁丸 ,《小儿卫生总微论》卷十九,薏苡仁30g(汤浸，洗净，去皮)  当归30g(洗，焙干)  秦艽30g  防风30g  羌活  酸枣仁(去皮)30g,30g,疏风祛湿，舒筋活络。,止痉,小儿血气不荣，为风邪所乘，搏于经络，筋脉缩急，手拳不能展开。,上为细末，炼蜜为丸，如芡实大。,每次l丸，用麝香、荆芥汤化服。,,y,6.0,,,
明,丸,内,13457.0,胆星天竺丸 ,《痘疹传心录》卷十八,胆星30g  半夏  白附各15g  天竺黄9g  天麻  防风各6g  朱砂3g,6g,平肝熄风，化痰宁心。,止痉,小儿痰涎壅盛，肝风内动，喘嗽不休，夜寐不宁。,上为末。甘草膏为丸，如芡实大。,每次1丸，用薄荷汤化服。,,y,7.0,,,
清,丸,内,20159.0,蕲蛇酒,《喻选古方试验》,蕲蛇(1条，酒洗，润透，去骨、刺及近头10cm，只取肉)120g  羌活  归身  天麻  秦艽 五加皮各60g  防风30g,30g,祛风除湿，通经活络。  ,中风,中风伤酒，半身不遂，口目喁斜，肤皮痛痹，骨节疼痛；年久疥癣，恶疮风癞。,上以生绢袋盛之，入金华酒坛内，悬胎安置，入糯米生酒醅5kg，浸袋，箬衣蜜封，安坛于大锅中，水煮一日，取起，埋阴地七日，将酒滤，仍以滓晒干研末，酒糊为丸，如梧桐子大。,每次50丸，日煮酒送服。,,y,7.0,,,
明,散,内,20528.0,螵蛸一字散,《医方类聚》卷二十四引《施圆端效方》,草乌(生)  麻黄(去根节)  雄黄  明鳔(炮，存性)  白附子  防风各6g  桑螵蛸3g,6g,祛风解毒,止痉(破伤风),破伤风,上为细末,每次o．25g，食后用温酒调服，一日二至三次。,,y,7.0,,,
宋,丸,内,12129.0,荆芥丸,《圣济总录》卷十八,荆芥穗120g  细辛  川芎  白僵蚕(炒)各30g  天麻459  羌活  防风  蒺藜子(炒，去角)各60g,60g,疏风止痛,祛风解表；止痉,风寒外侵，头痛目眩，肢体拘急，手足少力。,上为末，炼蜜为丸，如芡实大。,每次1丸，食后细嚼，荆芥茶或温酒送服。,,y,8.0,,,
金,煮散,内,13840.0,养血当归地黄散,《素问病机气宜保命集》卷中,当归  地黄  芍药  川芎  藁本  防风  白芷各30g  细辛15g,30g,养血祛风。,中风　虚,破伤风，日久气血渐虚者；中风，血虚偏枯，筋脉拘挛疼痛。,上畋咀。每次15g，用水220ml，煎取160ml，去滓。,温服,,y,8.0,,,
明,煮散,内,14563.0,秦艽竹沥汤 ,《奇效良方》卷三,秦艽60g  竹沥100ml  石膏90g 白茯苓  冰片各45g  玄参  防风各30g  生铁10kg(用水2L，煮取1L，去铁),30g,祛风清热，化痰平肝。,止痉,风狂乱走。,上为散。入铁汁中煮取500m1，去滓，纳竹沥和匀。,分三次温服，不拘时候。,,y,8.0,,,
明,丸,内,14844.0,真珠天麻丸,《丹溪心法附余》卷二十二,天南星(炮)  天麻(泡)  禹白附(泡)各3g  巴豆霜17个  全蝎3g(炮)  滑石7．5g  防风  半夏(jiang汁炒)各3g,3g,清热化痰，熄风定惊。,止痉(小儿惊风),小儿惊风，痰热壅盛及撮口,上为细末，面糊为丸，如小豆大，百草霜为衣。,每次50～60丸，淡姜汤送服。,,y,8.0,,,
元,煮散,内,16159.0,通关散,《御药院方》卷一,羌活  独活  防风  天麻  山栀子　大黄  甘草各30g  滑石60g,30g,祛风清热,祛风解表(风热)；止痉,风热上攻头目，筋脉拘急，痰涎壅滞，肢节烦疼。,上为粗末，每次9g，用水150m1，加生姜5片，煎至100m1，去滓。,食后温服,,y,8.0,,,
宋,煮散,内,17771.0,羚羊角散,《太平圣惠方》卷二十三,羚羊角屑30g  桂心30g  附子30g(炮裂，去皮、脐)  羌活30g  防风22．5g(去芦头)  酸枣仁30g(微炒)  桑根白皮60g(锉)  天蓼木30g(锉),22.5g,祛风解毒，温经通络,止痉,风毒攻四肢，筋脉拘急。,上为粗散。每次9g，用水250m1，加生姜4g，煎至150ml，去滓。,温服，不拘时候。,,y,8.0,,,
元,煮散,内,18365.0,搜风大九宝饮,《医方大成》卷一引《澹寮方》,天雄(大附子代亦可)  沉香  防风 南星(炮)  薄荷叶  地龙  木香(不见火)  全蝎(去毒)各等分,等分,搜风顺气，开窍醒神。,中风,挟气中风,上畋咀。每次6g，加生姜5片，用水150m1，煎至105m1，去滓。,入麝香啜服，不拘时候。,,n,8.0,,,
宋,丸,内,12388.0,茯神丸,《圣济总录》卷四十三,茯神(去木)60g  人参  麦冬(去心，焙)  龙齿  防风  云母粉各45g  犀角(镑)黄芩  薏苡仁各60g,45g,补虚清热，镇惊安神,止痉　安神,心脏虚热，惊悸心忪，虚乏气短，睡卧不安。,上为末，炼蜜为丸，如绿豆大。,每次15～20丸，食后用米饮送下,,y,9.0,,,
明,散,外,13296.0,追风如圣散,《外科正宗》卷四,细辛  防风  川乌  薄荷  草乌  川芎  白芷  苍术各30g  雄黄12g,30g,祛风解毒,止痉,疯狗咬伤,上为末,温酒调敷伤处，以纸盖孔，早晚换二次,,y,9.0,,,
清,汤,内,14543.0,秦艽汤,《医略六书》卷三十,秦艽6g  人参4．5g  防风4．5g  当归9g  熟地9g  白芍4．5g(jiu炒)  川芎3g  黄芪9g(酒炙)  炙甘草4．5g,4.5g,益气养血，祛风舒筋。,止痉,产后气血两虚，风邪留恋于经络，筋脉失养，瘛疭不休，脉浮虚数者。,水煎，去滓,入竹沥30m1，姜汁10m1，温服。,,y,9.0,,方中熟地补阴滋血，人参补气扶元，黄耆补中益卫气，当归养血荣筋脉，川芎入血海以行血气，白芍敛营阴以和血脉，防风疏风于表，炙草益胃于里，秦艽活血祛风以舒筋脉。配合成方，共奏益气养血，祛风舒筋之功。,
元,煮散,内,14559.0,秦艽升麻汤,《卫生宝鉴》卷八,升麻  干葛  炙甘草  芍药  人参各15g  秦艽  白芷  防风  桂枝各9g,9g,祛风散寒，调卫和营。,中风,中风。风寒中于手足阳明经，口眼喁斜，恶风恶寒，四肢拘急。,上哎咀。每次30g，用水300ml，连须葱白3茎，长6．6cm，约煎至150ml，去滓。,食后稍热服。服药毕，避风寒处卧，得微汗出则止。,,y,9.0,,,
元,汤,内,14845.0,索血散,《仙传外科集验方》,干葛  防风  赤芍  细辛  羌活  桔梗(炒)  甘草  肉桂  白芷各9g,9g,祛风散热，活血止痛。,止痉(破伤风),破伤风。刀刃伤有潮热，面肿，气喘。,上为散。加生姜、葱白，水煎，去滓。,温服,,y,9.0,,,
宋,丸,内,16402.0,菖蒲丸,《太平圣惠方》卷二十,石菖蒲  远志(去心)各30g  白茯苓  人参各45g  防风  羚羊角屑各22．5g  铁粉　朱砂(细研)各30g  金箔(研)50片,22.5g,养心平肝，镇心熄风。,止痉,风惊。恍惚，寝寐不安。,上为末，和匀，炼蜜为丸，如梧桐子大。,每次20丸，粥饮送服，不拘时候。,,y,9.0,,,
宋,煮散,内,16405.0,菖蒲汤,《圣济总录》卷一六二,菖蒲  远志(去心)  木通  白茯苓　人参  石决明  当归  防风  肉桂各30g,30g,益气养血，补心安神。,止痉　安神,产后中风偏枯，手足不仁，或筋脉无力，不能自举，心虚多惊。,上为粗末，每次9g，用水150ml，生姜3片，大枣1枚，同煎至105ml，去滓。,温服，不拘时候,,y,9.0,,,
宋,丸,内,17743.0,羚羊角丸,《太平圣惠方》卷八十三,羚羊角屑15g  防风15g  羌活15g 牛黄7．5g(细研)  朱砂15g(细研，水飞过)  天麻15g  白附子15g(炮裂)  蝎梢7．5g(微炒)  麝香7．5g(细研),15g,清热熄风，镇痉安神。,止痉,小儿中风，失音不语，肢节拘急，腰背强直。,上为末。入研了药令匀，炼蜜为丸，如绿豆大。,每次2丸，用薄荷酒研化服，不拘时候。,,y,9.0,,,
宋,煮散,内,17772.0,羚羊角散,《太平圣惠方》卷三十,羚羊角屑22．5g  薏苡仁60g  桂心22．5g  牛膝22．5g  防风22．5g  附子30g(炮裂，去皮、脐)  炙甘草15g  黄芪30g  生地黄30g,22.5g,益气养阴，祛风和络。,止痉,虚劳风引，筋脉拘挛，不可屈伸。,上为粗散。每次9g，用水250m1，加生姜4g，煎至150m1，去滓。,食前温服,,y,9.0,,,
宋,丸,内,18057.0,散风丹,《直指小儿方》卷二,黄牛胆6g  羌活  独活  防风  天麻  人参  荆芥穗  川芎  细辛各3g,3g,散风定痛,止痉,小儿痫证。肝风内动，面青，手足挛拳，抽掣，角弓反张。,上为末，炼蜜为丸，如梧桐子大。,每次2丸，薄荷、紫苏泡汤研服。,,y,9.0,,,
明,汤,内,19178.0,疏风活血散,《片玉心书》卷上,当归  生地  川芎  赤芍  荆芥  防风  甘草  红花  苏木,wbz,疏风活血,止痉(破伤风),小儿因跌仆，或刀斧破伤皮肤，风邪侵袭伤处，发为破伤风者。,水煎，去滓。,入酒少许，温服。,,n,9.0,,,
明,汤,内,19557.0,愈风汤,《万氏女科》卷三,羌活  防风  当归(酒)  川芎  白芍(酒)  桂枝  黄芪  天麻  秦艽各9g,9g,祛风活血，养血舒筋。,止痉,产后正气暴虚，百节开张，调理失宜，风邪外中，不省人事，口目蠕动，手足挛曲，身如角弓。,生姜、大枣为引，水煎，去滓。,热服,,y,9.0,,,
宋,散,内,19840.0,酸枣仁散,《太平圣惠·方》卷十九,酸枣仁30g(微炒)  羚羊角屑30g  丹参30g  防风30g  汉防己30g  甘菊花30g  麻黄30g(去根、节)  羌活30g  石膏60g(细研),30g,祛风养肝，清热通络。,中风,中风口面偏斜，痰壅头疼。,—亡为散。,每次6g，用温酒送眼，不拘时候。,,y,9.0,,,
宋,丸,内,19883.0,截风丸,《直指小儿方》  又名截风丹(《活幼口议》卷十二,天麻  直僵蚕(炒)  南星(炮)各6g 麝香少许  赤蜈蚣(大者)1条(jiu浸，炙)  禹白附(炮)  防风  朱砂  全蝎(焙)各3g,3g,熄风镇惊，化痰开窍。,止痉,惊风痰搐。,上为末，炼蜜为丸，如梧桐子大。,每次1丸，薄荷汤送服。,,y,9.0,,,
宋,丸,内,20203.0,镇心丸,《小儿药证直诀》卷下,朱砂  龙齿  牛黄各3g  铁粉  琥珀  人参  茯苓  防风各6g  全蝎7个(焙),6g,化痰镇心。,止痉(小儿惊风),小儿心热惊痫者。,上为末，炼蜜为丸，如梧桐子大。,每次1丸，薄荷汤送服。,,y,9.0,,,
明,汤,内,13005.0,祛风导痰汤,《杏苑生春》卷三,防风  南星(牛胆制)  枳实  茯苓 羌活各3g  白术(土炒)  半夏各4．5g  炙甘草1.5g  陈皮(去白)4．5g  生姜5片,3g,祛风化痰。,中风,中风，半身不遂，四肢无力，痰涎壅盛，或风痰在上焦，一臂不遂，其脉沉细。,上畋咀。水煎，去滓。,入竹沥2蛤壳，生姜汁1蛤壳，食远服，,,y,10.0,,,
清,散,内,13274.0,追风散,《梅氏验方新编》卷七,北细辛  川乌  草乌  防风  白芷　川芎  薄荷  苍术各3g  南星  雄黄各1．5g,3g,追风解毒,止痉,疯狗初咬,上为极细末。,先用其尿淋洗伤处，挤出恶血，再用热酒调药，敷于伤处，盖纸扎定，一日二次。,,y,10.0,,,
宋,汤,内,13813.0,养血润筋汤,《陈素庵妇科补解》卷五,当归15g  川芎4．5g  熟地15g  川断9g  丹皮6g  秦艽3g  防风3g  生黄芪6g  白芍(jiu炒)4．5g  桑寄生6g,3g,养血祛风,止痉,新产去血过多，足厥阴肝经虚极，筋无所养，以致发痉者。,水煎，去滓,温服。每日一剂。,,y,10.0,,,
清,汤,内,13826.0,养肝活络汤,《会约医镜》卷十五,当归6g  白芍(jiu炒)  肉桂各3g　蜜炙黄芪4．5g  熟地6～9g  秦艽  防风  木瓜　阿胶(炒)各3g  白术4．5g,3g,养血柔肝，祛风活络。,止痉(产后中风),产后中风，血虚不能养肝，以致木动风摇，角弓反张，神昏仆倒。,水煎，去滓。,温服,,y,10.0,,,
明,丸,内,13999.0,祛风追痰丸,《幼科金针》卷上,防风15g  禹白附15g  枯矾15g　天麻15g  净全蝎7．5g(炙，去毒)  木香7．5g  南星4.5g(mingfan水、zao角水各浸一半，经一宿)  半夏90g(牙zhao水、jiang汁各浸一半，经一宿)  猪牙皂(炒)15g  僵蚕(净、炒，去丝)15g,15g,祛风逐痰,止痉(小儿风痫),小儿五痫，初起时未发声音。,上为末，姜汁糊丸，如梧桐子大，辰砂为衣。,每次5丸，卧时用薄荷汤送服。,,y,10.0,,,
宋,丸,内,14058.0,神圣丸,《杨氏家藏方》卷十七,乌梢蛇头(醋浸一宿，炙黄)  蛇黄(火煅，醋淬三遍)  白僵蚕(炒，去丝、嘴)  防风  天麻各30g  五灵脂15g  代赭石15g(火煅，醋淬三遍)　全蝎3g(去毒，微炒)  麝香0.3g(别研)  朱砂3g(别研),30g,平肝熄风，化痰定惊。,止痉(小儿惊风),小儿急慢惊风，胸膈涎盛，口眼牵引，手足抽搦。,上为细末，糯米煮糊为丸，每30g作40丸，金箔为衣。,一岁儿每日1丸，分三次，用薄荷汤磨服；急惊用磨刀水磨服；慢惊煎荆芥汤磨服。,,y,10.0,,,
明,散,内,14384.0,退风散,《古今医鉴》卷十六,防风3g  荆芥1．5g  薄荷2g  僵蚕(炒)1，5g  天麻(酒洗)3g  白芷3g  麻黄3g  茯苓3g  当归身3g  甘草(炙)1．5g,3g,熄风止痉,止痉(破伤风),破伤风，不省人事，角弓反张。,加生姜7片，水煎，去滓。,温服,,y,10.0,,,
宋,煮散,内,16858.0,黄耆茯神散,《杨氏家藏方》卷十八,黄芪(蜜炙)  茯神(去木)  甘草(炙) 天南星(炮)  白扁豆(炒黄)  防风(去芦头)  禹白附(炮)  肉桂(去粗皮)  山药  白芍药各等分,等分,温中补气，健脾息风。,止痉,小儿营卫气虚，精神不爽，面无颜色，唇口清白，哕逆昏睡，全不思食。,"上药哎咀。每次6g,用水200ml，加生姜3片，大枣1枚，同煎至100m1，去滓。",空腹时温服。,去芦头,n,10.0,,,
唐,汤,内,17849.0,续命汤,《外台秘要》卷十四引《古今录验,炙甘草  黄芩各6g  防风4．5g  生姜15g  人参  川芎  芍药  麻黄(去节)  木防己各3g　大附子(炮)6g,4.5g,扶正利窍，温经通络。,中风,中风。贼风入腹，角弓反张，口噤不语，目视不见，举身不仁，或心腹绞痛。,上切。以水1．2L，煎取300m1，去滓。,分三次温服。令出微汗。,,y,10.0,,,
清,丸,内,17912.0,琥珀丸,《医略六书》卷三十,琥珀45g  人参45g  独活45g  黄芪90g(酒炙)  防风45g  羚羊角45g  赤芍45g　川芎24g  麦冬90g(去心)  炙甘草45g,45g,清热熄风，益气活血。,止痉,产后血滞气亏，中风邪而遏热不解，以致烦闷倦怠，四肢不能自收持，脉浮软涩者。,上为末，竹沥为丸。,每次9g，鲜生姜汤煎汤送服。,,y,10.0,,方中琥珀安神散瘀，羚羊角清热熄风，人参扶元补气以御邪，黄耆益卫和中以托邪，独活开经气，防风泄风邪，赤芍泻血滞以调营，芎活血气以调卫，麦冬清心润风燥，炙草缓中益胃气。竹沥捣丸，姜汤煎服，使气行血活，则风热两解而经脉清和。,
元,丸,内,19888.0,截惊丸,《活幼心书》卷下,龙胆草  防风  青黛  钩藤(和钩)　浮黄连  牛黄  甘草  朱砂(水飞)各15g  薄荷叶7．5g  麝香1．5g,15g,清热熄风，镇惊开窍。,止痉,惊风搐掣，烦躁有热，两目上视，口噤牙关。,除牛黄、麝香外，余八味锉炒为末，仍同前二味乳钵内杵匀，炼蜜为丸，如芡实大。,每次1～2丸，温汤或茶清化服。,,y,10.0,,,
清,汤,内,12163.0,荆防安胎散,《胎产心法》卷上,人参  当归(酒洗)  白术(土炒)各9g  生地  天麻各6g  麦冬3g(去心)  黄芩2．4g  荆芥  防风各0.9g  陈皮  甘草各1．2g,0.9g,益气养血，祛风止痉,止痉(产后中风),孕妇破伤失血，或吐衄血，忽患口噤、项强、背直之类中风证者。,水煎，去滓,温服,,y,11.0,,,
宋,其它,内,12982.0,香饼子,《直指小儿方》卷二,全蝎14个(jiang汁浸)  麻黄(缠匝，慢火炙干，又蘸jiang汁，又炙，凡三次)  花蛇肉  乌梢蛇肉(并jiu浸，焙)  直僵蚕(炒)各7．5g  白附子(焙)　人参  天麻  防风各3g  乳香1．5g  麝香0．3g,3g,祛风定痉,止痉(小儿惊风),小儿慢惊初传，神昏抽搐，口吐涎沫。,上药为末，用南星末煮糊为丸，如梧桐子大，捏作饼，晒干,每次1饼，用薄荷、生姜汤化服。,,y,11.0,,,
明,丸,内,13984.0,祛痰丸,《古今医统》卷十,防风  天麻  白僵蚕  禹白附(炮)各30g  全蝎(炒，去足)  木香各15g  朱砂  猪牙皂荚30g(炒)  白矾15g  半夏(汤泡七次，研为末，称180g作二分，一分生jiang汁作面，一分皂荚洗浆作面)  南星90g(一半水泡白矾浸，—半皂荚浆浸—宿),30g,祛风化痰,止痉,诸痫。,上为末，姜汁糊丸，如梧桐子大。,每次70丸，食远用姜汤送服。,,y,11.0,,,
清,汤,内,15873.0,宽气汤,《辨证录》卷二,柴胡  乌药  秦艽  甘草  酒蒸大黄各3g  白芍30g  茯苓9g  当归9g  天麻  防风各1g  天花粉6g,1g,疏肝顺气，泻火熄风。,止痉(肝风内动),体强嗜酒，偶而发怒，火盛肝伤，遂致口眼喁斜，有似中风，未尝身仆，且善饮食，脉洪大有力。,水煎，去滓,温服,,y,11.0,,,
宋,煮散,内,17768.0,羚羊角散,《太平圣惠方》卷二十一,羚羊角屑30g  赤茯苓22．5g  川芎22．5g  当归22．5g  酸枣仁22．5g(微炒)  肉桂45g  细辛15g  防风22．5g  羌活30g  茵芋30g  丹参30g,22.5g,祛风活络，养血舒筋。,中风,中风。身如角弓反张，筋脉拘急疼痛,上为粗散。每次9g，用水250ml，加生姜4g，煎至150ml，去滓。,稍热服，不拘时候。,,y,11.0,,,
明,丸,内,17810.0,断痫丸,《活人心统》卷下,全蝎  蝉蜕  牛胆星  防风  天麻　白附子各6g  羌活  薄荷  细辛  人参各3g  皂荚4．5g,6g,清火化痰，熄风断痛。,止痉,痰火内蕴，致患痫疾，发作频数。,上为末，粥为丸，如梧桐子大。,每次30丸，葱白汤送服。,,y,11.0,,,
宋,丸,内,18722.0,舒筋丸,《魏氏家藏方》卷八,天麻  白附子(炮)  当归(jiu浸)  川乌头(炮，去皮、脐)  宣木瓜  防风(去芦)各15g　全蝎7个(用jiang汁略浸过)  乳香(别研)  没药(别研)  花椒(去目，炒出汗)  肉桂各7．5g,15g,祛风除湿，散寒舒筋,止痉　虚,血弱气虚，风湿乘袭，筋脉不舒，颈项紧痛连耳，不能转侧。,上为细末，酒煮面糊为丸，如梧桐子大。,每次30～50丸，用黑豆酒送服，不拘时候。,去芦,y,11.0,,,
宋,丸,内,20040.0,蜜犀丸 ,《扁鹊心书》,槐角(炒)120g  当归  川乌  玄参(炒)各60g  麻黄  茯苓(乳拌)  防风  薄荷  甘草各30g  猪牙皂荚(去皮、弦、子，炒)15g  冰片(另研)1．5g,30g,祛风化痰，活血通络。,止痉,半身不遂，口眼喁斜，语言不利，小儿惊风发搐。,先以前十味为末，后入冰片和匀，蜜丸如樱桃大。,每次1丸，小儿半丸，细嚼，茶清送服。,,y,11.0,,,
宋,煮散,内,20289.0,熟干地黄散 ,《太平圣惠方》卷七十八, 熟地黄30g  人参22．5g  茯神22．5g  龙齿30g  羌活22．5g  桂心15g  黄芪30g  白薇30g  远志22．5g(去心)  防风15g  甘草15g(炙微赤，锉),15g,益气补血，养心安神。,止痉　产后中风　安神,产后心虚惊悸，神思不安。,上为粗散。每次9g，用水150ml，加生姜3片，煎至90ml，去滓，入竹沥15ml，更煎一、二沸。,上为粗散。每次9g，用水150ml，加生姜3片，煎至90ml，去滓，入竹沥15ml，更煎一、二沸。,,y,11.0,,,
宋,丸,内,20309.0,鹤寿丹 ,《太平圣惠方》卷八十五,天浆子7枚(内有物者，微炒)  蝉蜕14枚  牛黄3g(细研)  青黛3g(细研)  地龙3条(微炒)  蟾酥3g(研入)  朱砂15g(细研，水飞过) 防风15g(去芦头)  蚕纸1张(烧灰)  麝香3g(细研)  乌梢蛇15g(jiu浸，去皮骨，炙令黄),15g,清热熄风。,止痉(小儿惊风),小儿急惊风，口噤，手足抽掣，眼目直视，多吐涎沫，四肢壮热。,上为末，炼蜜为丸，如黍米大。,每次3丸，以新汲水调服，不拘时候。,去芦头,y,11.0,,,
宋,膏,内,20739.0,麝香膏,《幼幼新书》卷八引《旅舍备用》,麝香(研)  乳香(研)  青黛各15g　防风(末)  朱砂(研)  龙胆各9g  甘草(炙)120g  冰片  腻粉各0．9g  天南星(炮)  墨(烧)各1．5g,9g,祛风定惊，开窍安神。,止痉(小儿惊风),小儿惊风发搐,上研匀，蜜剂成膏。,每二岁儿服半皂子大，薄荷汤化服。,末,y,11.0,,,
宋,丸,内,20740.0,麝香天麻丸,《太平惠民和剂局方》卷一,紫背干浮萍草(去土)120g  麻黄(去根、节)60g  防风  天麻各30g(上共为细末)  没药(别研极细)  朱砂(研飞)各60g  安息香(别研细)  乳香(研)  麝香(研)各30g  血竭(别研极细)90g  槐胶(别研细)45g,30g,祛风活血，通痹止痛,止痉,风痹。手足不随，或少力颤掉，血脉凝涩，肌肉顽痹，遍身疼痛，转侧不利，筋脉拘挛，不得屈伸。,上除研药外，将碾出药同研拌匀，炼滤白沙蜜与安息香同熬过，搜成剂，为丸如弹子大。,每次1丸，空心以温酒或荆芥汤化服，患处微汗为效；如不欲化服，即丸如梧桐子大，每服30丸，依前汤使下。,,y,11.0,,,
宋,丸,内,11887.0,枳壳丸,《圣济总录》卷九,枳壳(麸炒)45g  防风30g  人参45g  羌活45g  羚羊角(镑)45g  升麻60g  甘菊花(未开者良，微炒)30g  葛根(锉)30g  薏苡仁(炒)30g  桂30g  黄连60g  熟地黄(切，焙)60g,30g,祛风清热，养血舒筋。,中风,偏风。手足一边不遂，筋骨烦痛。,上为末，炼蜜为丸，如梧桐子大。,每次20丸，渐加至30丸，空心用温酒送服，一日二次。,,y,12.0,,,
唐,汤,内,12392.0,茯神汤,《外台秘要》卷十五引《古今录验》,龙骨9g  干姜4．5g  细辛4．5g  白术3g  茯神9g  人参  远志(去心)  甘草(炙)　桂心  独活各6g  酸枣仁9g  防风6g,6g,温阳散风，安神定惊。,祛风解表(风寒)；止痉,心阳不振，外感风寒，致患惊悸。,上切。以水1．8L，煮取600m1。,分为三服,,y,12.0,,,
明,汤,内,12726.0,省风清痰转舌汤,《万病回春》卷二,陈皮6g  半夏(姜制)3g  枳实(去壳)0．9g(麸炒)  黄芩(jiu炒)0．9g  防己3g  防风3g  全蝎(洗去盐)2．1g  南星(姜制)o．6g  甘草1．5g  白茯苓2．4g  蝉蜕2．4g  天麻1．2g,3g,熄风止痉，清热化痰,止痉,风痰阻络，口眼喁斜，舌强难言。,加生姜3片、竹茹l团，水煎，去滓。,温服,,y,12.0,,,
宋,散,内,13408.0,独活散,《太平圣惠方》卷二十一,独活30g  白僵蚕22．5g(微炒)  干蝎15g(微炒)  炮附子30g  防风22．5g  川芎30g  当归22．5g  麻黄30g(去根、节)  桂心30g  赤芍药22．5g  天麻30g  细辛22．5g,22.5g,祛风散寒，止痉通络。,止痉,破伤风。四肢不收，口中沫出。,上为细散,每次3g，以温酒调服，不拘时候。,,y,12.0,,,
元,煮散,内,13433.0,独活防风汤,《云岐子保命集》,麻黄(去节)  防风  独活各30g  桂心  羚羊角屑  升麻  甘草  酸枣仁  秦艽各15g 川芎  当归  杏仁(制)各20g,30g,祛风平肝，养血安神。,止痉,子痫。角弓反张，口噤语涩。,上哎咀。每次12g，加生姜4片、竹沥60m1，水煎，去滓。,分二次温服,,y,12.0,,,
宋,散,内,15409.0,消风散,《太平惠民和剂局方》卷一,荆芥穗  甘草(炒)  川芎  羌活  白僵蚕(炒)  防风  茯苓  蝉蜕(微炒)  藿香叶  人参各6g  厚朴(涂jiang汁炙熟)  陈皮(焙)各15g,6g,祛风除湿,祛风解表；止痒；透疹；止痉,风邪上攻或外侵肌肤，头目昏痛，瘙痒瘾疹，眼痒昏涩；小儿急慢惊风，胎风赤烂；妇人血风。,上为细末,每次6g，茶清调服，如久病偏风，每日三服，便觉轻减；如脱着淋浴，暴感风寒，头痛身重，寒热倦怠，用荆芥茶清或温酒调服；小儿虚风，目涩昏困，及急慢惊风，用乳香、荆芥汤调服，并不拘时候。,,y,12.0,,,
清,汤,内,16920.0,排风饮,《辨证录》卷二,大黄(酒蒸)9g  丹皮15g  甘草  防风  天麻  天南星各3g  玄参30g  柴胡9g  黄芩  苏叶  荆芥各6g  当归9g,3g,祛风泄热,中风,类中风,水煎，去滓,温服,,y,12.0,,,
明,汤,内,17700.0,清痰顺气汤,《万病回春》卷二,南星(姜制)  瓜蒌仁  贝母  陈皮　苍术(米泔浸，炒)  官桂  防风  荆芥  黄芩(jiu炒)  黄连(jiu炒)  半夏(姜制)  甘草各等分,等分,清热化痰，祛风顺气。,止痉,口眼喁斜,上锉。加生姜3片，水煎，去滓,临服入木香、沉香末各1．5g同服。,,n,12.0,,,
宋,煮散,内,17747.0,羚羊角汤,《圣济总录》卷七,羚羊角(镑)  川芎  细辛  木香  防风  麻黄(去节)  独活  羌活  当归(jiu浸，切，焙)  附子(炮裂，去皮、脐)  肉桂  天麻各30g,30g,祛风通络，宣肺通音,中风,中风失语，手足不随,上锉。每次9g，用水150ml，煎至lOOml，去滓。,温服，不拘时候,,y,12.0,,,
宋,煮散,内,17785.0,羚羊角散,《济生方》卷七,羚羊角(镑)  独活  酸枣仁(炒，去壳)  五加皮(去木)各15g  薏苡仁(炒)  防风　当归(jiu浸)  川芎  茯神  杏仁(去皮、尖)各30g  木香(不见火)  炙甘草各15g,30g,祛风解痉,止痉,妊娠中风。头顶强直，筋脉挛急，言语謇涩，痰涎不消，或发搐搦不省人事，名日子痫。,上哎咀。每次12g，用水150ml，加生姜5片，煎至105m1，去滓。,温服，不拘时候,,y,12.0,,,
宋,煮散,内,19118.0,犀角散,《太平圣惠方》卷六十六,犀角屑22．5g  防风30g  羚羊角屑  薏苡仁各22．5g  枳壳30g(麸炒微黄，去瓤)  黄芩22．5g  酸枣仁(微炒)  桂心  羌活  炙甘草各22．5g(锉)  川升麻  槟榔各30g,30g,祛风凉血，解毒散结,止痉,风毒瘰疬，筋脉拘急，烦热疼痛,上为粗散。每次12g，以水250m1，煎至150m1，去滓。,食后温服,,y,12.0,,,
现代,汤,内,19915.0,稀莶至阳汤,《千家妙方》上册,九制豨莶草50g  黄芪15g  天南星10g  禹白附10g  川附片10g  川芎5g  红花5g  细辛2．5g  防风10g  牛膝10g  僵蚕5g  苏木10g,10g,温补阳气，通经活血,中风,阳虚血凝，致患脑出血,水煎，去滓,温服，每日一剂,,y,12.0,,,
元,丸,内,20192.0,蝎梢半夏丸,《御药院方》卷一,蝎梢(去刺，炒)  白僵蚕(生jiang汁炒)  天南星(炮)  半夏(汤浸七遍，用生jiang汁制焙作面)  明天麻  川独活  白花蛇(jiu浸，去皮、膏，取肉)  川芎  南青皮(去白)  紫苏叶  木香  防风各15g,15g,祛风化痰，清爽头目。,止痉,风痰上攻，咳嗽鼻塞，头目昏痛，手足麻木，头项强直，筋麻不利。,上为细末，用生姜自然汁打糊为丸，如梧桐子大，以朱砂为衣。 ,每次30～50丸，食后用生姜汤送服。,,y,12.0,,,
