朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
清,膏,外,4912.0,仙传三妙膏,《良方集腋》卷下又名三妙膏(《膏药方集》,干金子  荆芥穗  金银花  明天麻 川大黄  上肉桂  牛蒡子  白附子  海风藤  川黄连  穿山甲  天花粉  刺猬皮  高良姜  片黄芩　黄柏  红花  细辛  贝母各15g  苦参  草乌  甘草  防风  牙皂  连翘  鳖甲  巴豆  牛膝  麻黄 苏木  乌药  僵蚕  萆麻  白芨  桃仁  羌活  黄芪  全蝎  防己  血余  当归  半夏  柴胡  大戟  白蔹各15g  蜈蚣3条  蛇蜕1条  紫荆皮 石菖蒲  独活  赤芍  白芷各60g,15g,祛腐生肌，解毒消痈。,透疹,无名肿毒，痈疽发背，对口疗疮，湿痰流注，杨梅结毒，瘰疬马刀，妇人乳疽，小儿丹毒，汤火烧灼，蝎螫蜂口丁，金刃所伤，出血不止；或跌仆打损，瘀痛难禁；或风寒湿气，袭入经络，以致骨痛筋挛；或闪腰挫气，动举难伸；并五积六聚，痞块瘴瘕。,上药切片，用香油6kg，入大铜锅浸七日夜，再入桃、柳、桑、槐枝各21段，每段长33cm，慢火熬至药黑枯色，滤去滓，将锅拭净，再以密绢，仍滤入锅内，务要清洁为美，再用文武火熬至油滴水成珠，大约得净油5kg为准，离火，入上好飞丹2．5kg，以一手持槐木棍，一手下丹，不住手搅匀成膏，再入后药：乳香、没药各24g(去油)、血竭、雄黄各15g，此四味另研，先入搅匀。再入木香、沉香、檀香、降香、枫香各15g，丁香、麝香、藿香、珍珠、冰片各3g，此十味，徐徐添入，搅匀，再入樟脑15g，成膏，收贮听用。,贴患处,,y,52.0,,,
明,膏,外,5793.0,玄玄膏,《疡科选粹》卷八,"马钱子  两头尖  石菖蒲  五灵脂　骨碎补  穿山甲  淮生地  金钗草  白芷梢  赤芍药  金银花  真五加皮  吴茱萸  牡丹皮  威灵仙　刘寄奴  猪牙皂荚  甘松  山柰  紫苏  蛇床子　良姜  艾叶  厚朴  三棱  降香  苍术  羌活　红花  苏木  桃仁  当归尾  防风  麻黄  草乌　乌药  甘草  牛膝  藁本  汉防己  枳壳  白蔹
荆芥  续断  巴豆  猪苓  泽泻  花椒  花椒  干　姜  南星  半夏  槟榔  姜黄  干漆  香附  藿香　前胡  蓬术  茵陈  巴戟  石斛  常山  独活　风藤  黄连  山栀  连翘  黄柏各30g(上锉碎，用真正麻油7．5kg浸，春五、秋七、夏三、冬十日，槐柳枝文武火熬成药枯黑色，油滴水成珠为度，住火滤去滓听用)  蒜头2．5kg  葱2．5kg  千里光草5kg(上打碎取汁，滓加水煎汁，慢火熬膏听用)  生姜2．5kg  广木香  大川乌  北细辛  大茴香  小茴香  自然铜  面蒲黄  小茨菇  明天麻  官桂  僵蚕  玄胡  大黄  乳香  没药  全蝎  牙皂  雄黄各90g(上为极细末，听用)  嫩白上好松香30kg(用醋煮过，为末筛过)  好窑煤25kg(听用)",30g,祛风散寒，行气活血，消肿止痛。,透疹；止痉；祛风解表,诸般风气寒热，手足拘挛，骨节酸痛，麻木不仁，走气刺痛，腰痛胁痛，结核转筋，痰核血瘕痞积，肚腹疼痛，九种心痛，小肠气，牙痛，跌打挫闪损伤，痈疽，发背，痔漏，疔疮，瘰疬，便毒，无名肿毒，顽癣，湿毒臁疮，杨梅结毒，毒蛇、风犬所伤。,先用松香下净锅内溶化后，下蒜头、葱头汁，次下药油候冷定，下细药末，入水缸中，令人抽扯色如黑漆为度，收贮大缸内，以井水浸一月可用。每药片150g，用生油500g，熬热滤过净油300g。每熟油500g，下松香530g，细药150g，煤30g为则。,痈疽、发背、痔漏、疔疮、瘰疬、便毒、无名肿毒、顽癣、湿毒臁疮、杨梅结毒，初起未破者，俱贴患处；如破久者，用花椒、葱白、甘草煎汤，洗去恶肉贴之，日洗三、四次，换膏一次。凡贴膏先用生姜煨热，切开擦患处，将膏火边离远烘揉贴之，贴后以火烘手熨三百度为止。觉皮肤发痒，即揭去膏药，久则要起红垒。,,y,93.0,,,
清,汤,内,12138.0,荆芥汤,《杂病源流犀烛》卷二十八,荆芥  防风  朴硝,wbz,祛风胜湿，泻火解毒。,透疹　散结,翻花疮，肿溃不堪者。,煎汤，去滓。,先用上汤洗患处，次用木鳖子散调敷。,,n,3.0,,,
清,汤,内,16850.0,黄耆赤风汤,《医林改错》卷下,黄芪60g(生)  赤芍3g  防风3g,3g,益气行血,透疹　散结,诸疮、瘫腿等病，身体虚弱者。,水煎，去滓。小儿剂量减半。治瘫腿，可酌加用量。,温服,,y,3.0,,,
清,丸,外,12672.0,轻桃丸,《洞天奥旨》卷十,轻粉3g  白薇3g  防风3g  苏叶3g,3g,杀虫止痒,止痒,疥疮,上为细末，用油胡桃肉9g，捣碎研绝油，同猪板油再捣为丸，如弹子大。,擦疮处。一、二日即愈。,,y,4.0,,,
明,汤,外,13572.0,洗毒汤,《普济方》卷三O一引《外科精要》,苦参  防风  甘草  露蜂房各等分,wbz,祛风化湿，攻毒杀虫。,透疹　散结,阴蚀疮,上为末，煎取浓汁，去滓。,洗患处,,n,4.0,,,
宋,散,内,19545.0,鼠粘子汤 ,《类证活人书》卷二十一, 牛蒡子120g(炒香)  炙甘草30g  防风15g  荆芥穗60g,15g,祛风散寒，透疹利咽。,透疹；祛风解表,麻疹既出，为风寒所遏，毒气内攻而又没者。,上为末。,每次6g，饭后、临卧时用沸汤调服。一日三次。,,y,4.0,,,
明,汤,内,15612.0,消毒犀角饮子,《古今医统》卷八十一,犀角(磨水)  防风  荆芥各3g  牛蒡子6g  甘草1．5g,3g,凉血解毒，消斑透疹,透疹,斑或隐疹，瘙痒作痛，及风热疮毒。,用水230m1，煎至160m1，入犀角水。,徐徐温服,,y,5.0,,,
现代,膏,外,17842.0,皲裂膏,《中西医结合皮肤病学》,荆芥9g  防风9g  桃仁9g  红花9g  当归9g,9g,养血润肤，祛风止痒,止痒,手足皲裂肥厚者,用猪油250g煎枯，去滓。,涂患处,,y,5.0,,,
宋,膏,外,18071.0,散毒膏,《杨氏家藏方》卷十二,大黄30g  天南星1枚(重30g者)　当归(焙)15g  防风15g  麝香3g(别研),15g,活血消瘀，化痰散结,透疹　散结,气血凝滞，结核不消，欲作瘰疬者。,上为细末。每次9g，以乌鸡子清调作膏子。,敷患处,,y,5.0,,,
宋,散,外,12038.0,枸杞子散,《太平圣惠方》卷四十,枸杞子30g  白茯苓30g  杏仁30g(汤浸，去皮)  细辛30g  防风30g  白芷30g,30g,疏风祛湿，润肤增白。,止痒美白,面肝鲍,上为细散,先以腻粉敷面三日，即以白蜜100m1和散药，夜卧时先以浆水洗面敷之。,,y,6.0,,,
宋,散,内,12145.0,荆芥散,《杨氏家藏方》卷二,荆芥120g  防风  白蒺藜(炒，去刺)  白僵蚕(炒，去丝、嘴)  杏仁(去皮、尖，炒)  炙甘草各30g,30g,疏风宣肺,透疹,肺风齄疱,上为细末,每次6g，食后用茶清调服。,,y,6.0,,,
宋,散,内,12647.0,威灵仙散,《圣济总录》卷十一,威灵仙  防风  羌活  甘草(炙)各30g  紫参15g  荆芥穗7．5g,30g,祛风胜湿，解毒止痒。,止痒,风湿外侵，皮肤瘙痒，或生疮癣。,上为细散。,每次1．2g，蜜汤调服，不拘时候。,,y,6.0,,,
宋,煮散,内,13329.0,鬼箭汤,《圣济总录》卷十一,鬼箭  白蔹  白术  矾石(熬令汁枯) 甘草(锉，炙)各30g  防风(去叉)60g,60g,祛风止痒,透疹,风疹,上为粗末。每次15g，用水230m1，加粟米粉6g，同煎至160m1，去滓。,食后温服。兼用粉身。,去叉,y,6.0,,,
明,汤,外,13573.0,洗毒散,《丹溪心法附余》卷十六,蛇床子  地骨皮  麻黄  荆芥  防风  枯矾各9g,9g,祛风化湿，敛疮解毒。,透疹,诸般恶疮，风湿阴蚀疮。,用水600m1，加葱白3根，煎取400m1，去滓。,无风处洗疮面。,,y,6.0,,,
宋,膏,外,16737.0,黄耆膏 ,《鸡峰普济方》卷十八,绵黄芪  吴白芷  槐角  防风  当归各15g  杏仁60g,15g,消风祛湿，润肤敛疮。,止痒,头面生疮。,上药用麻油120g，木炭火慢慢熬，候药焦，滤出去滓，入黄蜡60g熬成稀膏。,每次取少许，涂搽面部。,,y,6.0,,,
清,汤,内,16839.0,黄耆化毒汤 ,《外科大成》卷四,黄芪(生)15g  连翘6g  防风  当归 何首乌  白蒺藜各3g,3g,益气养血，祛风化毒。,止痒,干疥瘙痒，见血无脓。,水煎，去滓。,分二次温服。,,y,6.0,,,
明,丸,内,20014.0,漏芦丸,《证治准绳·疡医》卷五,漏芦30g  枳壳(麸炒，去瓤)  苦参各90g  防风  川大黄  乌梢蛇各30g,30g,祛风清热，化湿退疹。,透疹,风瘾疹,上为细末，炼蜜为丸，如梧桐子大。,每次30丸，食后用温浆水送服。,,y,6.0,,,
明,膏,外,20295.0,摩风膏,《证治准绳·疡医》卷五,附子  川乌头  防风各60g  凌霄花  踯躅花  露蜂房各30g,60g,祛风活血,透疹,白癜风,上锉，以猪脂1．5kg煎至药黄焦，去滓候冷，收瓷盒中。,摩敷患处,,y,6.0,,,
清,膏,外,20296.0,摩风膏,《青囊秘传》,麻黄12g  羌活3g  防风  升麻  白及各6g  当归9g,9g,祛风润燥,止痒,一切皮肤燥裂，白屑风。,用油300g，将药煎枯，去滓，下黄占30g烊化，倾入钵内。,候冷搽之,,y,6.0,,,
金,膏,内,12655.0,面油摩风膏 ,《兰室秘藏》卷下,麻黄  升麻  防风各6g  羌活  当归身  白及  白檀各3g,6g,祛风除湿，润肤增白。,止痒美白,面有野黯，或生疮，或生痤痹及粉刺。,用麻油250g，入银器中熬，绵包定上药，于油中熬之得所，澄净去滓，入黄蜡30g，再熬之为度。, 涂面。,,y,7.0,,方中麻黄、防风、羌活辛温升散，善走肌表，祛风除湿；升麻、白檀香消风解毒，以助祛风；当归身养血活血，深寓“治风先治血，血行风自灭”之意；白及、麻油、黄蜡润肌增白。诸药合用，共奏祛风除湿，润肤增白之功。,
清,丸,内,13101.0,保元丸,《医学集成》卷三,当归  枳壳  独活  防风各30g  前胡  麻黄  大黄各15g,30g, 疏风泻火。,透疹　散结,小儿风入脊髓，致患龟背。,上为末，炼蜜为丸，如梧桐子大。,每次10～20丸，米汤送服。,,y,7.0,,,
明,汤,外,13578.0,洗疥药,《古今医鉴》卷十五,防风  荆芥  白矾  马鞭草  苦参　花椒  野菊花  ,wbz,祛风清热，燥湿止痒。,止痒,疥疮,水煎，去滓,频洗患处,,n,7.0,,,
明,散,内,14102.0,神应散,《赤水玄珠》卷三十,肥皂核15g(烧存性，另研为末)  荆芥  何首乌  天花粉  防风  苦参各30g  薄荷叶15g,30g,祛湿解毒,透疹,杨梅疮,上为末。每日用新鲜白土茯苓250g、雄猪肉120g，入前药末1．5g，肥皂核末o．3g，用水1．75L，煮肉烂，去药滓。,其肉听食，汤准茶服。,,y,7.0,,,
明,散,外,17108.0,蛇床子散,《外科发挥》卷八,蛇床子  独活  苦参  防风  荆芥穗各30g  枯矾  铜绿各15g,30g,杀虫祛风，燥湿敛脓。,止痒,风癣。疥、癞瘙痒，脓水淋漓。,上为末，麻油调和。,搽患处,,y,7.0,,,
现代,膏,外,18435.0,紫草膏,《北京市中药成方选集》,当归9g  防风9g  生地9g  乳香9g 白芷9g  没药9g  紫草30g,9g,活血解毒，化腐生肌。,透疹　散结,疮疡已溃，疼痛流水，久不收敛。,将乳香、没药二味另研细粉过罗，其余当归等五味除紫草外，用香油120g炸枯，过滤去渣，再兑入紫草(用温水闷湿)微炸，至油呈紫红色为度，再加入黄蜡，夏季用42g，冬季用36g成膏，候温，然后加入乳香、没药细粉混合均匀即得。,涂敷患处。,,y,7.0,,,
明·陶华,汤,外,18693.0,集香散 ,《痈疽验方》,白芷  藿香  茅香  香附  防风各6g 木香  甘草各3g,6g,消肿敛疮。,透疹　散结, 痈疽溃烂。,上为粗散。用水750ml煎数沸，去滓。,淋洗患处。,,y,7.0,,,
宋,丸,内,19252.0,槐芽丸,《圣济总录》卷一三七,槐芽(晒干)  皂荚芽(晒干)各500g 苦参90g  使君子  防风  羌活各45g  乌梢蛇1条(jiu浸，去皮、骨，炙),45g,祛风除湿，杀虫止痒。,止痒,一切癣。,上为末，炼蜜为丸，如梧桐子大。,每次20丸，一日二次，空心用温酒送服。,,y,7.0,,,
北宋,散,外,19660.0,解毒生肌定痛散,《急救仙方》卷一,黄连30g  黄柏  苦参各120g  木贼 防风各30g  羌活  独活各30g,30g,清热解毒，消肿生肌。,透疹　散结, 痈疽发背，乳痈，人面疮，臁疮，金刃伤，诸般恶疮肿毒,上叹咀，大瓦瓶盛水，入前药煎汤，以炉甘石5kg，用炭火煅通红，钳在药内，不问片大小，皆要令酥内青色方好，如石不酥，再将前药滓煎汤，以不淬酥方佳，欲将瓦盆盖在地上，一昼夜收去火毒，候干，研极细末。此石5kg，用石膏lokg，别研极细拌匀，和后药用。赤石脂(煅)、谷丹(炒，此二味同煎研和)，南木香、血竭、降真香、乳香、没药、白芷、黄连、黄柏，白蔹各等分，龙骨(煅)、朱砂、何首乌。有虫加轻粉、苦参、百药煎、雄黄，水不干加螵蛸(去皮)。上为细末，与前药拌和用之。,敷患处中间。,,y,7.0,,,
宋,散,内,19865.0,蔓荆实散,《圣济总录》卷十一,蔓荆实  何首乌各60g  羌活  威灵仙  荆芥穗  防风各30g  苦参7．5g,30g,疏风清热化湿。,止痒,风湿热邪外侵，致患风瘙瘾疹，手足麻木。,上为散。,每次6g，温酒调服，一日三次。,,y,7.0,,,
清,汤,内,12032.0,枸橘汤,《外科全生集》卷四,枸橘全个  川楝  秦艽  陈皮  防风  泽泻  赤芍  甘草各4．5g,4.5g,行气散结，活血消痈。,透疹　散结,子痈,水煎，去滓,温服,,y,8.0,,,
现代,其它,外,12157.0,荆芥洗剂,《中医皮肤病学简编》,荆芥  防风  枫子仁  土槿皮  五加皮  地骨皮各9g  皂荚10g  陈醋500m1,9g,祛风燥湿,止痒,手足癣,上药浸醋中,用时加温，每日或隔日泡手足二、三小时，连续二、三周，泡后可上西药(苯甲酸6g，水杨酸12g，凡士林加至100g),,y,8.0,,,
宋,散,外,13460.0,胜冰散,《洪氏集验方》卷二,茵陈15g(焙)  防风15g(焙)  滑石30g(别研细)  当归15g(焙)  地龙15g(研)  乳香15g(别研)  螺青30g(研)  芒硝15g(研，各取末),15g,清热解毒，活血消肿。,透疹　散结,肿毒发背，一切痈疽，四边赤肿日增。,上药都拌匀，用新汲水调，不可令稀。,涂肿处，时时涂之，勿使至干。,焙,y,8.0,,,
明,散,外,13948.0,类圣散,《寿世保元》卷九,川乌  草乌  苍术  细辛  白芷  薄荷  防风  甘草各15g,15g,温阳散寒，消肿止痛。,透疹　散结　寒,疔疮恶毒肿痛，属于阴寒证者。,上为细末,蛋清调涂患处，留顶。,,y,8.0,,,
宋,丸,内,14538.0,秦艽丸,《太平圣惠方》卷六十五,秦艽  黄芪(锉)各60g  漏芦45g　乌梢蛇(jiu浸，去皮骨，炙令微黄)  防风  黄连各45g  苦参  川大黄各60g(锉碎、微炒),45g,清热解毒，疏风祛湿。,止痒透疹,疥疮，湿疹，顽癣。,上为末，炼蜜为丸，如梧桐子大。,每次30丸，食后用温酒送服。,,y,8.0,,,
宋,丸,内,15406.0,消风丸,《丹溪心法附余》卷一引《太平惠民和剂局方》,天麻30g  防风60g  细辛15g  薄荷15g  川芎30g  炙甘草30g  吴白芷30g  朱砂30g(为衣),60g,祛风解毒,祛风解表(风邪)；止痒透疹,风邪上攻，头昏昏眩，项背拘急，鼻塞耳鸣；皮肤顽麻，瘙痒瘾疹，妇人血冈，头皮肿痒。,上为细末，炼蜜为丸，如弹子大，朱砂为衣。,每次l丸，细嚼，食后用生姜汤或茶清送服。,,y,8.0,,,
明,煮散,内,15454.0,消毒饮,《仁斋直指附遗》卷二十四,牛蒡子(炒，研)90g  荆芥穗15g  炙甘草30g  防风  升麻各23g  犀角9g  麦冬　桔梗各15g,23g,疏风散热，凉血解毒。,透疹,丹毒,上畋咀。每次3～6g，水煎，去滓。,温服,,y,8.0,,,
现代,汤,内,16496.0,菊花散,《中医皮肤病学简编》,甘菊花9g  防风9g  枳壳9g  羌活6g  旋覆花9g  生石膏15g  荆芥6g  甘草6g,9g,疏风清热，祛湿止痒。,止痒；透疹,急性湿疹,水煎，去滓,内服,,y,8.0,,,
明,汤,内,16929.0,排脓散,《外科发挥》卷四又名八味排脓散(《景岳全书》卷六十四),黄芪(炒)  当归(酒拌)  金银花  白芷  穿山甲(蛤粉拌炒)  防风  连翘  瓜蒌各6g,6g,益气活血，润肠排脓,透疹　散结,肠痈。小腹胀痛，里急后重，时时下脓，脉象滑数。,用水400ml，煎至320m1，去滓。或为末。,煎剂空腹时温服；散剂每次9g，食后蜜汤调服。,,y,8.0,,,
明,汤,内,17316.0,麻黄汤,《疮疡经验全书》卷三,麻黄  黄连  蛇床子各15g  蕲艾9g 乌梅3枚  大戟  防风  白矾各24g,24g,清热解毒，杀虫敛疮。,透疹　散结,阴肿或疮烂。,上锉。水煎，去渣。,熏洗患处。再用孩儿茶3g，轻粉、冰片、杏仁灰各1．5g，为末掺之。,,y,8.0,,,
清,汤,内,17486.0,清凉饮,《医学集成》卷三,银花60g  当归15g  公英  花粉　连翘各9g  荆芥  防风  甘草各6g,6g,清热解毒，散结消肿。,透疹,阳证疮疡，红肿焮痛异常，六脉洪数。,水煎，去滓,分二次温服,,y,8.0,,方中重用银花，清热解毒，是为君药；伍以当归，活血消肿，用之为臣；公英、连翘助银花以解热毒，花粉助当归以消痈肿，荆芥、防风疏风散邪，俱为佐药；使以甘草调和诸药。配合成方，共奏清热解毒，散结消肿之效。,
明,汤,内,18362.0,搜风解毒汤,《本草纲目》卷十八,土茯苓30g  白鲜皮  金银花  薏苡仁  防风  木通  木瓜各1．5g  皂荚子1．2g,1.5g,清热搜风，解毒消肿。,透疹　散结,杨梅结毒，初起结肿，筋骨疼痛。,用水400ml，煎至200ml，去滓。,温服，一日三次。,,y,8.0,,,
清,汤,内,19179.0,疏风清热饮,《医宗金鉴》卷七十四,苦参6g(jiu浸，蒸、晒九次，炒黄)  全蝎(炒)  皂刺  猪牙皂荚  防风  荆芥穗  金银花  蝉蜕(炒)各3g,3g,疏风清热，祛湿止痒。,止痒,面上风癣，初如痞？(病字头下三个田)，或渐成细疮，时作痛痒者。,酒、水各200ml，加葱白lOcm，煎至200ml，去滓。,热服,,y,8.0,,,
明,汤,内,19640.0,解毒泻脾汤,《外科正宗》卷四,防风  牛蒡子  山栀  石膏  黄芩　苍术  甘草  木通各3g,3g,疏风燥湿，解毒清热。,透疹　散结,脾经风湿攻注，致生田螺泡，多生于手足，忽如火燃，随生紫白黄泡。,用水400ml，加灯心20根，煎至240m1，去滓。,量病上下，食前后服之。服药前先用针挑破泡，泄去毒水,,y,8.0,,,
宋,丸,内,19863.0,蔓荆实丸,《圣济总录》卷十九,蔓荆实(去浮皮)22．5g  防风  羌活  桔梗(炒)  白附子(炮)  枳壳(麸炒)  蒺藜子(炒，去角)各15g  皂荚250g(不蛀者，新水浸一宿，揉熟，绢滤去滓，入面少许同煎成膏),15g,祛风除湿,止痒,风湿外侵，皮肤不仁,上为末，入皂荚膏中和捣为丸，如梧桐子大。,每次20丸，食后用熟水送服。,,y,8.0,,,
明,其它,外,19969.0,熏筒,《疡科选粹》卷六,苍术15g  荆芥30g  防风30g  雄黄15g  花椒9g  樟脑3g  蛇床子15g  土马钱子肉15g,30g,祛风燥湿止痒,止痒,风湿疥癣,上为末。将艾先铺粗纸上，以药末12g匀掺，卷作筒。,先以煎汤浴之，次燃药筒熏之，取烧过药存性掺患处。立效。,,y,8.0,,,
宋,散,内,20501.0,藁本散,《圣济总录》卷十一,藁本  蒺藜子(炒去角)  人参  白花蛇(jiu浸，去皮、骨，炙)各22．5g  枳壳(去瓤，麸炒) 防风(去叉)  威灵仙各15g  防己7．5g,15g,疏风止痒,止痒,遍身发痒，如有虫行,上为细散,每次3g，食后用温酒或荆芥汤调服。,去叉,y,8.0,,,
清,汤,内,20752.0,囊痈煎,《仙拈集》卷四,枸橘1个  川楝  秦艽  陈皮  赤芍  甘草  防风  泽泻各4．5g,4.5g,理气疏肝，消痈止痛。,透疹　散结,囊痈。肾子作痛而不升上，外现红色者。,水煎，去滓,空心服,,y,8.0,,,
宋,丸,内,13392.0,独活丸,《圣济总录》卷十一又名枳实丸(原书同卷),独活(去芦头)  天冬(去心，焙)　防风(去叉)  蒺藜子(炒，去角)  桔梗(去芦头，炒)各37．5g  薏苡仁(炒)  黄连(去须)各30g  桂(去粗皮)15g  枳实(去瓤，麸炒)45g,37.5g,疏风清热，止痒消肿,祛风解表(风热)；止痒,风热外袭，头面身体瘾疹瘙痒，或生？？肿起，时痒时痛。,上为细末，炼蜜为丸，如梧桐子大。,每次20丸，空心及临卧以菊花汤送服。,去叉,y,9.0,,,
现代,散,外,15386.0,烟熏散,《外伤科学》,苍术45g  松香60g  大枫子150g　五倍子75g  苦参  黄柏  防风各45g  白鲜皮15g  鹤虱60g,45g,杀虫止痒,止痒,鹅掌风、慢性湿疹等皮肤干燥瘙痒者。,上为细末。取草纸两张，上置药物6g，卷成纸条。,点火，将烟熏于患处，每次十至十五分钟。用药量多少可依据皮损范围大小而定，一般9～12g(6g约能燃十分钟)，一日二次。温度的标准，可依据患者耐受程度而定。,,y,9.0,,,
明,丸,内,15672.0,浮萍丸,《丹台玉案》卷六,紫背浮萍  苍耳草  苍术各60g 苦参90g  黄芩  僵蚕  钩藤  豨莶草  防风各45g,45g,祛风清热，燥湿杀虫。,止痒,顽癣,上为末，酒泛为丸。,每次6g，白滚汤送服,,y,9.0,,,
清,汤,内,16861.0,黄耆柴胡汤,《疡科心得集·补遗》,黄芪  柴胡  丹皮  牛膝  丹参  黄芩  荆芥  防风  山栀各6g,6g,疏肝活血，散风消痈。,透疹,风热之毒，侵袭足厥阴肝经，大腿内生痈者。,水煎，去滓,分二次温服,,y,9.0,,,
宋,散,内,16935.0,排脓生肌散,《太平圣惠方》卷六十一,当归15g(锉，微炒)  黄芪15g(锉)　人参30g  川芎15g  厚朴30g(涂生jiang汁炙令香熟)  防风15g  白芷15g  桔梗15g  甘草15g(炙微赤，锉),15g,益气补血，排脓生肌。,透疹　散结,痈疽发背，溃后脓血不上，气血两虚者。,上为细散,每次6g，用木香汤调服。一日三至四次。,,y,9.0,,,
宋,丸,内,17561.0,清心泻火丸,《疮疡经验全书》卷三,苍耳草叶60g  当归  天麻各30g(jiu浸)  苦参180g  薄荷叶  荆芥各60g  防风  黄连  蝉蜕各30g,30g,清心泻火，除湿祛风。,止痒,癣疮,上为末，酒糊为丸，如梧桐子大。,每次70丸，白汤送服。,,y,9.0,,,
清,膏,外,17971.0,琼花膏,《外科大成》卷四,闹羊花根皮45g  五加皮  归身各60g  威灵仙30g  防风  荆芥  玄参  天花粉各45g  甘草30g,45g,疏风祛湿，舒筋止痛。,透疹,杨梅疮并结毒，筋骨疼痛，及一切腰腿疼痛，诸毒恶疮。,用麻油1．5kg，浸煎如法，用铅粉收膏，退火毒七日，摊于布或纸上。,贴患处,,y,9.0,,,
宋,丸,内,18679.0,鹅梨煎丸,《博济方》卷二,鹅梨10个(大者，去皮、核)  薄荷500g  皂荚10挺(肥大不蛀者。以上三味，于酸浆水中，揉取自然汁，滤去滓，杏仁120g去皮、尖，烂研，将杏仁膏并前自然汁，同于银石器内，慢火熬成膏后，另入药末)  防风  白蒺藜(微炒去刺)  天麻(炙令通黄色)各60g  威灵仙30g(去泥)  炙甘草30g,60g,化痰涎，解壅热。,止痒,风湿外侵，皮肤生疮癣，瘙痒。,上药后六味为细末，入前膏内，搜和为丸，如梧桐子大。,每次15～20丸，食后用温浆水送服，临卧时再服。,,y,9.0,,,
现代,汤,内,12160.0,荆防化疹汤,《中医皮肤病学简编》, 荆芥  防风  白芷各9g  白鲜皮15g 炒牛蒡子9g  苦参12g  蝉蜕  地肤子各9g 茯苓6g  甘草9g,9g,疏风清热，化湿止痒。,止痒,荨麻疹。,水煎，去滓。,温服。,,y,10.0,,,
清,汤,内,12170.0,荆防排毒剂 ,《霉疠新书》,荆芥  防风  茯苓  独活  桔梗  川芎  甘草  枳实  生姜  柴胡,wbz,疏表排毒。,透疹　散结,身体发杨梅疮。,用水800m1，煎取400m1，去滓。,分三次温服。,,n,10.0,,,
清,汤,内,12173.0,荆防解毒汤,《医宗金鉴》卷五十六,荆芥  防风  赤芍药  生地黄  甘草(生)  金银花  木通  桔梗  地骨皮  连翘(去心),wbz,疏风清热，凉血透疹。,祛风解表(风热)；透疹,小儿痘疹，热在肌表，痘痂宜落不落，其痂一半掀起，一半咬紧，身热干燥，肌肤红赤。,加生姜为引，水煎，去滓。,温服。,,n,10.0,,,
宋,丸,内,13390.0,独活丸,《太平圣惠方》卷六十五,独活  苍耳子各60g  羌活  五味子  菟丝子(jiu浸三日，晒干，别捣)  山茱萸  防风　白花蛇肉(酥炒令黄)  黄芪各30g  白蒺藜60g(微炒，去刺),30g,祛风攻毒，除湿通络,透疹　散结,风毒蕴结皮肤，致生疮癣，顽麻不知痛痒。,上为末，白粱米饭为丸，如梧桐子大。,每次30丸，空心及晚卧时用温酒或枣汤送服。,,y,10.0,,,
清,汤,内,13657.0,活血调气汤,《疡医大全》卷七,荆芥  天花粉  防风  赤芍  陈皮各3.6g  甘草节2．4g  川贝母(去心)  金银花  白芷  当归尾各6g,3.6g,清热解毒，活血调气。,透疹,痈疽，肿疡,水煎，去滓。, 温服,,y,10.0,,,
明,膏,外,13703.0,将军铁箍膏,《普济方》卷二七二引《德生堂方》,盐霜白梅  天南星  大黄  苍耳根各30g  白及  白蔹  防风  川乌各15g  草乌  雄黄各9g,15g,散风热，消肿毒。,透疹　散结,恶疮肿毒，毒热壅盛，红肿高突者,先将盐霜白梅、苍耳根捣烂，次将余药为末，合一处调匀，如干加醋少许，作成铁箍状。,敷于疮肿四周，留中央高突部分，药干以鸡羽蘸水扫之，一日二至三次。,,y,10.0,,本膏所治之证，属风热毒壅，气血凝滞不通所致。方中白梅解毒消肿；大黄行瘀泻热；天南星、苍耳根、白及、白蔹、防风、草乌、川乌、雄黄散风热毒壅，消肿止痛。诸药同用，使风热散，热毒清，壅结通，则肿自消，痛自止。,
明,散,内,14447.0,除湿散,《医方类聚》卷一六九引《施圆端效方》,苦参  何首乌  荆芥穗  蔓荆子  薄荷各30g  白芷  天麻  川芎  防风(并生用)  乌梢蛇(jiu浸一宿，焙干)各15g,15g,祛风胜湿,止痒,风毒疥癣，瘙痒，状如风癞。,上为细末,每次9g，茶酒调服，不拘时候，一日三次。六日一浴，令汗出，血气宣通，一日肤泽如故。,并生用,y,10.0,,,
明,丸,内,15300.0,射老丸,《解围元薮》卷三,蝉蜕  当归  柴胡  荆芥各75g  苦参90g  防风90g  全蝎120g  川芎45g  独活48g  羌活60g,90g,祛风除湿，行气活血。,透疹,癞风，变形败体，一切恶症。,上研为末，每药末30g，加大枫子肉48g；为末，赤米糊为丸，如梧桐子大，西洋珠为衣。,每次80丸，白汤送服，一日三次。三日后，其腿下黑紫块上污皮渐好；十日后，即服利药(江霜3g，牙皂末9g，饭为丸，如卜子大，每次2丸，白汤送服)一次，一月利三次。,,y,10.0,,,
清,汤,内,15407.0,消风汤,《会约医镜》卷十九,赤芍4.5g  生地6g  荆芥  白芷　银花  羌活  独活  连翘  甘草  防风各3g,3g,祛风除湿，凉血解毒。,止痒,干疥极痒，及一切疮肿热疖。,水煎，去滓,温服,,y,10.0,,,
